Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2024 Advanced Micro Devices, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2024.1 (lin64) Build 5076996 Wed May 22 18:36:09 MDT 2024
| Date         : Fri Jul  5 02:30:31 2024
| Host         : binhkieudo running 64-bit Ubuntu 20.04.6 LTS
| Command      : report_utilization -hierarchical -file /home/binhkieudo/Workspace/NewFramework/framework/generated-src/framework.fpga.vc707.VC707woDDRHarness.SmallRocketMTOptimizedMemVC707Config/obj/report/utilization.txt
| Design       : VC707woDDRHarness
| Device       : xc7vx485tffg1761-2
| Speed File   : -2
| Design State : Physopt postRoute
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------+------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                           Instance                          |                                    Module                                    | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|             io_sync_reset_chain                             |                                  AsyncResetSynchronizerShiftReg_w1_d3_i0_291 |         14 |         14 |       0 |    0 |     3 |      0 |      0 |          0 |
|               output_chain                                  |                            AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_292 |         14 |         14 |       0 |    0 |     3 |      0 |      0 |          0 |
|       ram                                                   |                                                                        TLRAM |         43 |         43 |       0 |    0 |    46 |      0 |      4 |          0 |
|         (ram)                                               |                                                                        TLRAM |         12 |         12 |       0 |    0 |    46 |      0 |      0 |          0 |
|         mem                                                 |                                                                          mem |         31 |         31 |       0 |    0 |     0 |      0 |      4 |          0 |
|           mem_ext                                           |                                                                      mem_ext |         31 |         31 |       0 |    0 |     0 |      0 |      4 |          0 |
|             mem_0_0                                         |                                                                split_mem_ext |         10 |         10 |       0 |    0 |     0 |      0 |      1 |          0 |
|             mem_0_1                                         |                                                            split_mem_ext_287 |         10 |         10 |       0 |    0 |     0 |      0 |      1 |          0 |
|             mem_0_2                                         |                                                            split_mem_ext_288 |          5 |          5 |       0 |    0 |     0 |      0 |      1 |          0 |
|             mem_0_3                                         |                                                            split_mem_ext_289 |          6 |          6 |       0 |    0 |     0 |      0 |      1 |          0 |
|       ram_1                                                 |                                                                      TLRAM_1 |        209 |        209 |       0 |    0 |    46 |     16 |      0 |          0 |
|         (ram_1)                                             |                                                                      TLRAM_1 |         17 |         17 |       0 |    0 |    46 |      0 |      0 |          0 |
|         mem                                                 |                                                                        mem_0 |        192 |        192 |       0 |    0 |     0 |     16 |      0 |          0 |
|           mem_0_ext                                         |                                                                    mem_0_ext |        192 |        192 |       0 |    0 |     0 |     16 |      0 |          0 |
|             mem_0_0                                         |                                                              split_mem_0_ext |         48 |         48 |       0 |    0 |     0 |      4 |      0 |          0 |
|             mem_0_1                                         |                                                          split_mem_0_ext_284 |         48 |         48 |       0 |    0 |     0 |      4 |      0 |          0 |
|             mem_0_2                                         |                                                          split_mem_0_ext_285 |         48 |         48 |       0 |    0 |     0 |      4 |      0 |          0 |
|             mem_0_3                                         |                                                          split_mem_0_ext_286 |         48 |         48 |       0 |    0 |     0 |      4 |      0 |          0 |
|       spiClockDomainWrapper                                 |                                                            ClockSinkDomain_4 |        222 |        210 |      12 |    0 |   185 |      0 |      0 |          0 |
|         spi_0                                               |                                                                        TLSPI |        222 |        210 |      12 |    0 |   185 |      0 |      0 |          0 |
|           (spi_0)                                           |                                                                        TLSPI |         11 |         11 |       0 |    0 |    85 |      0 |      0 |          0 |
|           fifo                                              |                                                                      SPIFIFO |         41 |         29 |      12 |    0 |    17 |      0 |      0 |          0 |
|             (fifo)                                          |                                                                      SPIFIFO |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             rxq                                             |                                                                 Queue_32_280 |         19 |         13 |       6 |    0 |     7 |      0 |      0 |          0 |
|               (rxq)                                         |                                                                 Queue_32_280 |          9 |          9 |       0 |    0 |     7 |      0 |      0 |          0 |
|               ram_ext                                       |                                                              ram_combMem_283 |         11 |          5 |       6 |    0 |     0 |      0 |      0 |          0 |
|             txq                                             |                                                                 Queue_32_281 |         22 |         16 |       6 |    0 |     7 |      0 |      0 |          0 |
|               (txq)                                         |                                                                 Queue_32_281 |         12 |         12 |       0 |    0 |     7 |      0 |      0 |          0 |
|               ram_ext                                       |                                                              ram_combMem_282 |         11 |          5 |       6 |    0 |     0 |      0 |      0 |          0 |
|           intsource                                         |                                                  IntSyncCrossingSource_1_278 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             reg_0                                           |                                                   AsyncResetRegVec_w1_i0_279 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           mac                                               |                                                                     SPIMedia |        170 |        170 |       0 |    0 |    82 |      0 |      0 |          0 |
|             (mac)                                           |                                                                     SPIMedia |          2 |          2 |       0 |    0 |     7 |      0 |      0 |          0 |
|             phy                                             |                                                                  SPIPhysical |        169 |        169 |       0 |    0 |    75 |      0 |      0 |          0 |
|       subsystem_cbus                                        |                                                               PeripheryBus_1 |       3016 |       2862 |     154 |    0 |  1219 |      0 |      0 |          0 |
|         atomics                                             |                                                           TLAtomicAutomata_1 |        242 |        242 |       0 |    0 |   142 |      0 |      0 |          0 |
|         buffer                                              |                                                                   TLBuffer_5 |        279 |        189 |      90 |    0 |     8 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                  Queue_9_275 |        124 |         90 |      34 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                  Queue_9_275 |         13 |         13 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_2_277 |        111 |         77 |      34 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                      Queue_8 |        155 |         99 |      56 |    0 |     5 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                      Queue_8 |          3 |          3 |       0 |    0 |     5 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_9_276 |        152 |         96 |      56 |    0 |     0 |      0 |      0 |          0 |
|         coupler_to_bootrom                                  |                                                     TLInterconnectCoupler_21 |         44 |         44 |       0 |    0 |    34 |      0 |      0 |          0 |
|           fragmenter                                        |                                                               TLFragmenter_8 |         44 |         44 |       0 |    0 |    34 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                               TLFragmenter_8 |          2 |          2 |       0 |    0 |    11 |      0 |      0 |          0 |
|             repeater                                        |                                                                   Repeater_8 |         43 |         43 |       0 |    0 |    23 |      0 |      0 |          0 |
|         coupler_to_clint                                    |                                                     TLInterconnectCoupler_15 |        165 |        165 |       0 |    0 |    37 |      0 |      0 |          0 |
|           fragmenter                                        |                                                               TLFragmenter_6 |        165 |        165 |       0 |    0 |    37 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                               TLFragmenter_6 |          5 |          5 |       0 |    0 |    11 |      0 |      0 |          0 |
|             repeater                                        |                                                                   Repeater_6 |        161 |        161 |       0 |    0 |    26 |      0 |      0 |          0 |
|         coupler_to_debug                                    |                                                     TLInterconnectCoupler_17 |        624 |        624 |       0 |    0 |    33 |      0 |      0 |          0 |
|           fragmenter                                        |                                                               TLFragmenter_7 |        624 |        624 |       0 |    0 |    33 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                               TLFragmenter_7 |          5 |          5 |       0 |    0 |    11 |      0 |      0 |          0 |
|             repeater                                        |                                                                   Repeater_7 |        619 |        619 |       0 |    0 |    22 |      0 |      0 |          0 |
|         coupler_to_plic                                     |                                                     TLInterconnectCoupler_14 |         38 |         38 |       0 |    0 |    47 |      0 |      0 |          0 |
|           fragmenter                                        |                                                               TLFragmenter_5 |         38 |         38 |       0 |    0 |    47 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                               TLFragmenter_5 |         10 |         10 |       0 |    0 |    11 |      0 |      0 |          0 |
|             repeater                                        |                                                                   Repeater_5 |         28 |         28 |       0 |    0 |    36 |      0 |      0 |          0 |
|         coupler_to_prci_ctrl                                |                                                     TLInterconnectCoupler_23 |       1226 |       1186 |      40 |    0 |   812 |      0 |      0 |          0 |
|           buffer                                            |                                                                   TLBuffer_8 |         62 |         22 |      40 |    0 |     6 |      0 |      0 |          0 |
|             bundleIn_0_d_q                                  |                                                                  Queue_1_273 |         27 |         15 |      12 |    0 |     3 |      0 |      0 |          0 |
|               (bundleIn_0_d_q)                              |                                                                  Queue_1_273 |          9 |          9 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                       |                                                            ram_combMem_1_274 |         19 |          7 |      12 |    0 |     0 |      0 |      0 |          0 |
|             x1_a_q                                          |                                                                     Queue_13 |         36 |          8 |      28 |    0 |     3 |      0 |      0 |          0 |
|               (x1_a_q)                                      |                                                                     Queue_13 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                       |                                                                ram_combMem_5 |         33 |          5 |      28 |    0 |     0 |      0 |      0 |          0 |
|           fixer                                             |                                                                TLFIFOFixer_3 |        286 |        286 |       0 |    0 |   770 |      0 |      0 |          0 |
|           fragmenter                                        |                                                              TLFragmenter_10 |        879 |        879 |       0 |    0 |    36 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                              TLFragmenter_10 |          6 |          6 |       0 |    0 |    13 |      0 |      0 |          0 |
|             repeater                                        |                                                                  Repeater_10 |        873 |        873 |       0 |    0 |    23 |      0 |      0 |          0 |
|         coupler_to_subsystem_cbusscratchpad00               |                                                     TLInterconnectCoupler_22 |         42 |         42 |       0 |    0 |    34 |      0 |      0 |          0 |
|           fragmenter                                        |                                                           TLFragmenter_2_271 |         42 |         42 |       0 |    0 |    34 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                           TLFragmenter_2_271 |          9 |          9 |       0 |    0 |    11 |      0 |      0 |          0 |
|             repeater                                        |                                                               Repeater_2_272 |         33 |         33 |       0 |    0 |    23 |      0 |      0 |          0 |
|         out_xbar                                            |                                                                     TLXbar_5 |        273 |        273 |       0 |    0 |    33 |      0 |      0 |          0 |
|         wrapped_error_device                                |                                                           ErrorDeviceWrapper |         88 |         64 |      24 |    0 |    39 |      0 |      0 |          0 |
|           buffer                                            |                                                                   TLBuffer_6 |         49 |         25 |      24 |    0 |     6 |      0 |      0 |          0 |
|             bundleIn_0_d_q                                  |                                                                      Queue_9 |         34 |         22 |      12 |    0 |     3 |      0 |      0 |          0 |
|               (bundleIn_0_d_q)                              |                                                                      Queue_9 |          7 |          7 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                       |                                                                ram_combMem_2 |         27 |         15 |      12 |    0 |     0 |      0 |      0 |          0 |
|             x1_a_q                                          |                                                                     Queue_11 |         15 |          3 |      12 |    0 |     3 |      0 |      0 |          0 |
|               (x1_a_q)                                      |                                                                     Queue_11 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                       |                                                                ram_combMem_4 |         12 |          0 |      12 |    0 |     0 |      0 |      0 |          0 |
|           error                                             |                                                                      TLError |         39 |         39 |       0 |    0 |    33 |      0 |      0 |          0 |
|             (error)                                         |                                                                      TLError |          8 |          8 |       0 |    0 |    20 |      0 |      0 |          0 |
|             a                                               |                                                                     Queue_10 |         31 |         31 |       0 |    0 |    13 |      0 |      0 |          0 |
|               (a)                                           |                                                                     Queue_10 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|               ram_ext                                       |                                                                ram_combMem_3 |         30 |         30 |       0 |    0 |    12 |      0 |      0 |          0 |
|       subsystem_fbus_buffer                                 |                                                                   TLBuffer_3 |        120 |         32 |      88 |    0 |     6 |      0 |      0 |          0 |
|         bundleIn_0_d_q                                      |                                                                  Queue_5_267 |         40 |          8 |      32 |    0 |     3 |      0 |      0 |          0 |
|           (bundleIn_0_d_q)                                  |                                                                  Queue_5_267 |          7 |          7 |       0 |    0 |     3 |      0 |      0 |          0 |
|           ram_ext                                           |                                                            ram_combMem_1_270 |         33 |          1 |      32 |    0 |     0 |      0 |      0 |          0 |
|         x1_a_q                                              |                                                                  Queue_4_268 |         80 |         24 |      56 |    0 |     3 |      0 |      0 |          0 |
|           (x1_a_q)                                          |                                                                  Queue_4_268 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           ram_ext                                           |                                                            ram_combMem_9_269 |         79 |         23 |      56 |    0 |     0 |      0 |      0 |          0 |
|       subsystem_fbus_coupler_from_port_named_serial_tl_ctrl |                                                     TLInterconnectCoupler_12 |        103 |         15 |      88 |    0 |     6 |      0 |      0 |          0 |
|         buffer                                              |                                                               TLBuffer_3_265 |        103 |         15 |      88 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                      Queue_5 |         43 |         11 |      32 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                      Queue_5 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_1_266 |         39 |          7 |      32 |    0 |     0 |      0 |      0 |          0 |
