Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Fri May  3 00:06:08 2024
| Host         : binhkieudo-ASUS running 64-bit Ubuntu 20.04.6 LTS
| Command      : report_utilization -hierarchical -file /home/binhkieudo/Workspace/RISC-V/NewFramework/framework/generated-src/framework.fpga.arty100t.Arty100THarness.SmallRocketArty100TConfig/obj/report/utilization.txt
| Design       : Arty100THarness
| Device       : xc7a100tcsg324-1
| Speed File   : -1
| Design State : Physopt postRoute
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+------------------------------------------------------------------------------+------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                   Instance                                   |                                    Module                                    | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|         coupler_to_bootrom                                                   |                                                     TLInterconnectCoupler_11 |        655 |        655 |       0 |    0 |    29 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_5 |        655 |        655 |       0 |    0 |    29 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_5 |          4 |          4 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_5 |        652 |        652 |       0 |    0 |    20 |      0 |      0 |          0 |
|         coupler_to_clint                                                     |                                                      TLInterconnectCoupler_8 |        128 |        128 |       0 |    0 |    32 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_3 |        128 |        128 |       0 |    0 |    32 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_3 |          3 |          3 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_3 |        125 |        125 |       0 |    0 |    23 |      0 |      0 |          0 |
|         coupler_to_debug                                                     |                                                     TLInterconnectCoupler_10 |        457 |        457 |       0 |    0 |    35 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_4 |        457 |        457 |       0 |    0 |    35 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_4 |          3 |          3 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_4 |        454 |        454 |       0 |    0 |    26 |      0 |      0 |          0 |
|         coupler_to_plic                                                      |                                                      TLInterconnectCoupler_7 |         34 |         34 |       0 |    0 |    42 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_2 |         34 |         34 |       0 |    0 |    42 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_2 |         11 |         11 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_2 |         23 |         23 |       0 |    0 |    33 |      0 |      0 |          0 |
|         coupler_to_prci_ctrl                                                 |                                                     TLInterconnectCoupler_13 |        254 |        216 |      38 |    0 |   119 |      0 |      0 |          0 |
|           buffer                                                             |                                                                   TLBuffer_7 |         62 |         24 |      38 |    0 |     6 |      0 |      0 |          0 |
|             bundleIn_0_d_q                                                   |                                                                 Queue_53_328 |         25 |         15 |      10 |    0 |     3 |      0 |      0 |          0 |
|               (bundleIn_0_d_q)                                               |                                                                 Queue_53_328 |         10 |         10 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                            ram_combMem_4_329 |         15 |          5 |      10 |    0 |     0 |      0 |      0 |          0 |
|             x1_a_q                                                           |                                                                     Queue_61 |         37 |          9 |      28 |    0 |     3 |      0 |      0 |          0 |
|               (x1_a_q)                                                       |                                                                     Queue_61 |          6 |          6 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                               ram_combMem_10 |         31 |          3 |      28 |    0 |     0 |      0 |      0 |          0 |
|           fixer                                                              |                                                                TLFIFOFixer_3 |         24 |         24 |       0 |    0 |    82 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_6 |        169 |        169 |       0 |    0 |    31 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_6 |          6 |          6 |       0 |    0 |    11 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_6 |        163 |        163 |       0 |    0 |    20 |      0 |      0 |          0 |
|         in_xbar                                                              |                                                                     TLXbar_4 |         45 |         45 |       0 |    0 |    13 |      0 |      0 |          0 |
|         out_xbar                                                             |                                                                     TLXbar_5 |        155 |        155 |       0 |    0 |    23 |      0 |      0 |          0 |
|         wrapped_error_device                                                 |                                                           ErrorDeviceWrapper |         80 |         56 |      24 |    0 |    35 |      0 |      0 |          0 |
|           buffer                                                             |                                                                   TLBuffer_5 |         42 |         18 |      24 |    0 |     6 |      0 |      0 |          0 |
|             bundleIn_0_d_q                                                   |                                                                     Queue_57 |         25 |         13 |      12 |    0 |     3 |      0 |      0 |          0 |
|               (bundleIn_0_d_q)                                               |                                                                     Queue_57 |          7 |          7 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                            ram_combMem_5_327 |         18 |          6 |      12 |    0 |     0 |      0 |      0 |          0 |
|             x1_a_q                                                           |                                                                     Queue_59 |         17 |          5 |      12 |    0 |     3 |      0 |      0 |          0 |
|               (x1_a_q)                                                       |                                                                     Queue_59 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                                ram_combMem_8 |         13 |          1 |      12 |    0 |     0 |      0 |      0 |          0 |
|           error                                                              |                                                                      TLError |         38 |         38 |       0 |    0 |    29 |      0 |      0 |          0 |
|             (error)                                                          |                                                                      TLError |         10 |         10 |       0 |    0 |    18 |      0 |      0 |          0 |
|             a                                                                |                                                                     Queue_58 |         28 |         28 |       0 |    0 |    11 |      0 |      0 |          0 |
|               (a)                                                            |                                                                     Queue_58 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                                ram_combMem_7 |         26 |         26 |       0 |    0 |    10 |      0 |      0 |          0 |
|       subsystem_l2_wrapper                                                   |                                                      CoherenceManagerWrapper |        395 |        395 |       0 |    0 |   268 |      0 |      0 |          0 |
|         (subsystem_l2_wrapper)                                               |                                                      CoherenceManagerWrapper |          4 |          4 |       0 |    0 |     0 |      0 |      0 |          0 |
|         broadcast_1                                                          |                                                                  TLBroadcast |        391 |        391 |       0 |    0 |   268 |      0 |      0 |          0 |
|           (broadcast_1)                                                      |                                                                  TLBroadcast |         10 |         10 |       0 |    0 |    52 |      0 |      0 |          0 |
|           TLBroadcastTracker                                                 |                                                           TLBroadcastTracker |        154 |        154 |       0 |    0 |    54 |      0 |      0 |          0 |
|             (TLBroadcastTracker)                                             |                                                           TLBroadcastTracker |         17 |         17 |       0 |    0 |    47 |      0 |      0 |          0 |
|             o_data                                                           |                                                                 Queue_65_326 |        137 |        137 |       0 |    0 |     7 |      0 |      0 |          0 |
|           TLBroadcastTracker_1                                               |                                                         TLBroadcastTracker_1 |         31 |         31 |       0 |    0 |    54 |      0 |      0 |          0 |
|             (TLBroadcastTracker_1)                                           |                                                         TLBroadcastTracker_1 |         14 |         14 |       0 |    0 |    47 |      0 |      0 |          0 |
|             o_data                                                           |                                                                 Queue_65_325 |         18 |         18 |       0 |    0 |     7 |      0 |      0 |          0 |
|           TLBroadcastTracker_2                                               |                                                         TLBroadcastTracker_2 |         45 |         45 |       0 |    0 |    54 |      0 |      0 |          0 |
|             (TLBroadcastTracker_2)                                           |                                                         TLBroadcastTracker_2 |         17 |         17 |       0 |    0 |    47 |      0 |      0 |          0 |
|             o_data                                                           |                                                                 Queue_65_324 |         28 |         28 |       0 |    0 |     7 |      0 |      0 |          0 |
|           TLBroadcastTracker_3                                               |                                                         TLBroadcastTracker_3 |        154 |        154 |       0 |    0 |    54 |      0 |      0 |          0 |
|             (TLBroadcastTracker_3)                                           |                                                         TLBroadcastTracker_3 |         18 |         18 |       0 |    0 |    47 |      0 |      0 |          0 |
|             o_data                                                           |                                                                     Queue_65 |        136 |        136 |       0 |    0 |     7 |      0 |      0 |          0 |
|       subsystem_mbus                                                         |                                                                    MemoryBus |        156 |         24 |     132 |    0 |     6 |      0 |      0 |          0 |
|         coupler_to_memory_controller_port_named_tl_mem                       |                                                     TLInterconnectCoupler_14 |        156 |         24 |     132 |    0 |     6 |      0 |      0 |          0 |
|           buffer                                                             |                                                                     TLBuffer |        156 |         24 |     132 |    0 |     6 |      0 |      0 |          0 |
|             bundleIn_0_d_q                                                   |                                                                      Queue_1 |         72 |         20 |      52 |    0 |     3 |      0 |      0 |          0 |
|               (bundleIn_0_d_q)                                               |                                                                      Queue_1 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                            ram_combMem_5_323 |         71 |         19 |      52 |    0 |     0 |      0 |      0 |          0 |
|             x1_a_q                                                           |                                                                        Queue |         84 |          4 |      80 |    0 |     3 |      0 |      0 |          0 |
|               (x1_a_q)                                                       |                                                                        Queue |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|               ram_ext                                                        |                                                               ram_combMem_14 |         82 |          2 |      80 |    0 |     0 |      0 |      0 |          0 |
|       subsystem_pbus                                                         |                                                                 PeripheryBus |        841 |        605 |     236 |    0 |   314 |      0 |      0 |          0 |
|         (subsystem_pbus)                                                     |                                                                 PeripheryBus |          0 |          0 |       0 |    0 |    64 |      0 |      0 |          0 |
|         atomics                                                              |                                                             TLAtomicAutomata |        401 |        401 |       0 |    0 |   175 |      0 |      0 |          0 |
|         buffer                                                               |                                                                   TLBuffer_1 |        154 |         36 |     118 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                                     |                                                                 Queue_53_319 |         67 |         15 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                                 |                                                                 Queue_53_319 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                            ram_combMem_4_322 |         63 |         11 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                                             |                                                                 Queue_52_320 |         88 |         22 |      66 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                                         |                                                                 Queue_52_320 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                           ram_combMem_12_321 |         87 |         21 |      66 |    0 |     0 |      0 |      0 |          0 |
|         buffer_1                                                             |                                                               TLBuffer_1_317 |        135 |         17 |     118 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                                     |                                                                     Queue_53 |         58 |          6 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                                 |                                                                     Queue_53 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                                ram_combMem_4 |         55 |          3 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                                             |                                                                     Queue_52 |         77 |         11 |      66 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                                         |                                                                     Queue_52 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                           ram_combMem_12_318 |         75 |          9 |      66 |    0 |     0 |      0 |      0 |          0 |
|         coupler_to_bootaddressreg                                            |                                                      TLInterconnectCoupler_4 |         40 |         40 |       0 |    0 |    28 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                                 TLFragmenter |         40 |         40 |       0 |    0 |    28 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                                 TLFragmenter |          3 |          3 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                     Repeater |         37 |         37 |       0 |    0 |    19 |      0 |      0 |          0 |
|         coupler_to_device_named_uart_0                                       |                                                      TLInterconnectCoupler_5 |         65 |         65 |       0 |    0 |    28 |      0 |      0 |          0 |
|           fragmenter                                                         |                                                               TLFragmenter_1 |         65 |         65 |       0 |    0 |    28 |      0 |      0 |          0 |
|             (fragmenter)                                                     |                                                               TLFragmenter_1 |          4 |          4 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                                         |                                                                   Repeater_1 |         62 |         62 |       0 |    0 |    19 |      0 |      0 |          0 |
|         out_xbar                                                             |                                                                     TLXbar_2 |         48 |         48 |       0 |    0 |     7 |      0 |      0 |          0 |
|       subsystem_sbus                                                         |                                                                    SystemBus |         91 |         91 |       0 |    0 |    13 |      0 |      0 |          0 |
|         system_bus_xbar                                                      |                                                                       TLXbar |         91 |         91 |       0 |    0 |    13 |      0 |      0 |          0 |
|       tile_prci_domain                                                       |                                                               TilePRCIDomain |       6623 |       6302 |     320 |    1 |  2750 |      0 |     21 |         10 |
|         buffer                                                               |                                                                  TLBuffer_12 |        398 |        166 |     232 |    0 |    15 |      0 |      0 |          0 |
|           bundleIn_0_b_q                                                     |                                                                     Queue_71 |         29 |          3 |      26 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_b_q)                                                 |                                                                     Queue_71 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                               ram_combMem_12 |         27 |          1 |      26 |    0 |     0 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                                     |                                                                     Queue_70 |        108 |         54 |      54 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                                 |                                                                     Queue_70 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                                ram_combMem_5 |        107 |         53 |      54 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                                             |                                                                     Queue_69 |        132 |         54 |      78 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                                         |                                                                     Queue_69 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                               ram_combMem_13 |        129 |         51 |      78 |    0 |     0 |      0 |      0 |          0 |
|           x1_c_q                                                             |                                                                     Queue_72 |        119 |         47 |      72 |    0 |     3 |      0 |      0 |          0 |
|             (x1_c_q)                                                         |                                                                     Queue_72 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                                          |                                                               ram_combMem_11 |        117 |         45 |      72 |    0 |     0 |      0 |      0 |          0 |
|           x1_e_q                                                             |                                                                     Queue_73 |         10 |          8 |       2 |    0 |     3 |      0 |      0 |          0 |
|             (x1_e_q)                                                         |                                                                     Queue_73 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_sink_ext                                                     |                                                             ram_sink_combMem |          7 |          5 |       2 |    0 |     0 |      0 |      0 |          0 |
|         intsink                                                              |                                                     IntSyncAsyncCrossingSink |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|           chain                                                              |                                                   SynchronizerShiftReg_w1_d3 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain                                                     |                                 NonSyncResetSynchronizerPrimitiveShiftReg_d3 |          2 |          1 |       0 |    1 |     1 |      0 |      0 |          0 |
|         tile_reset_domain_tile                                               |                                                                   RocketTile |       6228 |       6140 |      88 |    0 |  2734 |      0 |     21 |         10 |
|           core                                                               |                                                                       Rocket |       3793 |       3705 |      88 |    0 |  1613 |      0 |      0 |         10 |
|             (core)                                                           |                                                                       Rocket |        925 |        925 |       0 |    0 |   606 |      0 |      0 |          0 |
|             csr                                                              |                                                                      CSRFile |       1751 |       1751 |       0 |    0 |   741 |      0 |      0 |          0 |
|             div                                                              |                                                                       MulDiv |        962 |        962 |       0 |    0 |   214 |      0 |      0 |         10 |
|             ibuf                                                             |                                                                         IBuf |         48 |         48 |       0 |    0 |    52 |      0 |      0 |          0 |
|             rf_ext                                                           |                                                                   rf_combMem |        113 |         25 |      88 |    0 |     0 |      0 |      0 |          0 |
|           dcache                                                             |                                                                       DCache |       1288 |       1288 |       0 |    0 |   555 |      0 |     18 |          0 |
|             (dcache)                                                         |                                                                       DCache |        991 |        991 |       0 |    0 |   539 |      0 |      0 |          0 |
|             data                                                             |                                                              DCacheDataArray |        140 |        140 |       0 |    0 |     0 |      0 |     16 |          0 |
|               (data)                                                         |                                                              DCacheDataArray |         16 |         16 |       0 |    0 |     0 |      0 |      0 |          0 |
|               data_arrays_0                                                  |                                                                data_arrays_0 |        124 |        124 |       0 |    0 |     0 |      0 |     16 |          0 |
|                 data_arrays_0_ext                                            |                                                            data_arrays_0_ext |        124 |        124 |       0 |    0 |     0 |      0 |     16 |          0 |
|                   mem_0_0                                                    |                                                      split_data_arrays_0_ext |         13 |         13 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_1                                                    |                                                  split_data_arrays_0_ext_302 |          0 |          0 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_10                                                   |                                                  split_data_arrays_0_ext_303 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_11                                                   |                                                  split_data_arrays_0_ext_304 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_12                                                   |                                                  split_data_arrays_0_ext_305 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_13                                                   |                                                  split_data_arrays_0_ext_306 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_14                                                   |                                                  split_data_arrays_0_ext_307 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
